MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20161129,CA,12.03,14.93,12.77,17.47,21.76,21.04,2016-11-29,2016-12-05,2
20161122,CA,12.03,14.93,12.77,17.47,21.76,21.04,2016-11-22,2016-11-28,2
20161115,CA,12.03,14.93,12.77,17.47,21.76,21.04,2016-11-15,2016-11-21,2
20161108,CA,12.03,14.93,12.77,17.47,21.76,21.04,2016-11-08,2016-11-14,2
20161101,CA,12.03,12.71,13.88,18.58,21.76,21.04,2016-11-01,2016-11-07,2
20161025,CA,8.96,9.92,19.32,19.00,21.76,21.04,2016-10-25,2016-10-31,2
20161018,CA,7.77,11.11,19.32,19.00,21.76,21.04,2016-10-18,2016-10-24,2
20161011,CA,0.00,16.41,21.31,19.47,21.76,21.04,2016-10-11,2016-10-17,2
20161004,CA,0.00,16.41,21.31,19.47,21.76,21.04,2016-10-04,2016-10-10,2
20160927,CA,0.00,16.41,21.31,19.47,21.76,21.04,2016-09-27,2016-10-03,2
20160920,CA,0.00,16.41,21.31,19.47,21.76,21.04,2016-09-20,2016-09-26,2
20160913,CA,0.00,16.41,21.31,19.47,21.76,21.04,2016-09-13,2016-09-19,2
20160906,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-09-06,2016-09-12,2
20160830,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-08-30,2016-09-05,2
20160823,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-08-23,2016-08-29,2
20160816,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-08-16,2016-08-22,2
20160809,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-08-09,2016-08-15,2
20160802,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-08-02,2016-08-08,2
20160726,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-07-26,2016-08-01,2
20160719,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-07-19,2016-07-25,2
20160712,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-07-12,2016-07-18,2
20160705,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-07-05,2016-07-11,2
20160628,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-06-28,2016-07-04,2
20160621,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-06-21,2016-06-27,2
20160614,CA,0.00,16.41,24.57,16.21,21.76,21.04,2016-06-14,2016-06-20,2
20160607,CA,4.27,11.82,24.89,16.02,21.95,21.04,2016-06-07,2016-06-13,2
20160531,CA,6.08,10.01,24.89,16.02,21.95,21.04,2016-05-31,2016-06-06,2
20160524,CA,5.50,8.12,25.38,18.01,21.95,21.04,2016-05-24,2016-05-30,2
20160517,CA,5.50,8.12,22.82,20.57,21.95,21.04,2016-05-17,2016-05-23,2
20160510,CA,4.27,6.05,16.96,24.81,26.88,21.04,2016-05-10,2016-05-16,2
20160503,CA,4.27,6.05,15.31,25.21,28.11,21.04,2016-05-03,2016-05-09,2
20160426,CA,4.24,5.67,15.72,25.21,28.11,21.04,2016-04-26,2016-05-02,2
20160419,CA,4.24,5.67,15.72,25.21,28.11,21.04,2016-04-19,2016-04-25,2
20160412,CA,3.55,5.87,16.21,19.11,23.57,31.68,2016-04-12,2016-04-18,2
20160405,CA,3.55,5.87,16.21,19.11,23.57,31.68,2016-04-05,2016-04-11,2
20160329,CA,3.55,5.87,17.76,17.57,20.51,34.74,2016-03-29,2016-04-04,2
20160322,CA,1.16,7.29,18.70,17.54,20.57,34.74,2016-03-22,2016-03-28,2
20160315,CA,0.43,6.29,19.64,18.33,20.57,34.74,2016-03-15,2016-03-21,2
20160308,CA,0.43,2.07,14.33,22.31,22.38,38.48,2016-03-08,2016-03-14,2
20160301,CA,0.43,4.44,12.47,21.80,22.38,38.48,2016-03-01,2016-03-07,2
20160223,CA,0.43,5.19,12.56,20.96,22.38,38.48,2016-02-23,2016-02-29,2
20160216,CA,0.29,5.01,12.87,20.42,22.93,38.48,2016-02-16,2016-02-22,2
20160209,CA,0.22,5.01,12.95,20.42,22.93,38.48,2016-02-09,2016-02-15,2
20160202,CA,0.00,4.74,9.13,22.23,24.49,39.41,2016-02-02,2016-02-08,2
20160126,CA,0.00,4.65,9.22,22.17,23.75,40.21,2016-01-26,2016-02-01,2
20160119,CA,0.00,2.83,11.04,17.98,25.49,42.66,2016-01-19,2016-01-25,2
20160112,CA,0.00,2.67,9.78,18.49,26.40,42.66,2016-01-12,2016-01-18,2
20160105,CA,0.00,2.67,9.78,18.49,24.22,44.84,2016-01-05,2016-01-11,2
20151229,CA,0.00,2.67,9.78,18.49,24.22,44.84,2015-12-29,2016-01-04,2
20151222,CA,0.00,2.67,6.70,21.54,24.24,44.84,2015-12-22,2015-12-28,2
20151215,CA,0.14,2.53,6.70,21.55,24.24,44.84,2015-12-15,2015-12-21,2
20151208,CA,0.14,2.53,5.07,23.17,24.24,44.84,2015-12-08,2015-12-14,2
20151201,CA,0.14,2.53,5.07,21.71,25.71,44.84,2015-12-01,2015-12-07,2
20151124,CA,0.14,2.53,5.07,21.71,25.71,44.84,2015-11-24,2015-11-30,2
20151117,CA,0.14,2.53,5.07,21.71,25.71,44.84,2015-11-17,2015-11-23,2
20151110,CA,0.14,2.53,5.06,21.72,25.71,44.84,2015-11-10,2015-11-16,2
20151103,CA,0.14,2.53,5.06,21.72,25.71,44.84,2015-11-03,2015-11-09,2
20151027,CA,0.14,2.53,5.06,21.20,25.08,46.00,2015-10-27,2015-11-02,2
20151020,CA,0.14,2.53,5.06,21.20,25.08,46.00,2015-10-20,2015-10-26,2
20151013,CA,0.14,2.53,4.97,21.29,25.08,46.00,2015-10-13,2015-10-19,2
20151006,CA,0.14,2.53,4.97,21.29,25.08,46.00,2015-10-06,2015-10-12,2
20150929,CA,0.14,2.53,4.97,21.29,25.08,46.00,2015-09-29,2015-10-05,2
20150922,CA,0.14,2.53,4.97,21.29,25.08,46.00,2015-09-22,2015-09-28,2
20150915,CA,0.14,2.53,4.97,21.29,25.08,46.00,2015-09-15,2015-09-21,2
20150908,CA,0.14,2.51,4.99,21.29,25.08,46.00,2015-09-08,2015-09-14,2
20150901,CA,0.14,2.51,4.99,21.29,25.08,46.00,2015-09-01,2015-09-07,2
20150825,CA,0.14,2.51,4.99,21.29,25.08,46.00,2015-08-25,2015-08-31,2
20150818,CA,0.14,2.51,4.99,21.29,25.08,46.00,2015-08-18,2015-08-24,2
20150811,CA,0.14,2.51,4.99,21.29,25.08,46.00,2015-08-11,2015-08-17,2
20150804,CA,0.14,2.51,2.76,23.51,25.08,46.00,2015-08-04,2015-08-10,2
20150728,CA,0.14,2.51,2.76,23.51,25.08,46.00,2015-07-28,2015-08-03,2
20150721,CA,0.14,2.51,2.76,23.51,25.08,46.00,2015-07-21,2015-07-27,2
20150714,CA,0.14,1.15,4.12,23.51,25.08,46.00,2015-07-14,2015-07-20,2
20150707,CA,0.14,1.15,4.12,23.51,24.35,46.73,2015-07-07,2015-07-13,2
20150630,CA,0.14,1.15,4.12,23.52,24.35,46.73,2015-06-30,2015-07-06,2
20150623,CA,0.14,1.15,4.12,23.52,24.35,46.73,2015-06-23,2015-06-29,2
20150616,CA,0.14,1.15,4.12,23.52,24.35,46.73,2015-06-16,2015-06-22,2
20150609,CA,0.14,1.15,4.81,22.83,24.35,46.73,2015-06-09,2015-06-15,2
20150602,CA,0.14,1.15,4.81,24.30,22.88,46.73,2015-06-02,2015-06-08,2
20150526,CA,0.14,1.15,4.81,27.30,19.87,46.73,2015-05-26,2015-06-01,2
20150519,CA,0.14,1.58,4.37,27.30,19.83,46.77,2015-05-19,2015-05-25,2
20150512,CA,0.14,1.58,4.37,27.30,19.83,46.77,2015-05-12,2015-05-18,2
20150505,CA,0.14,1.58,4.37,27.30,19.83,46.77,2015-05-05,2015-05-11,2
20150428,CA,0.14,1.75,4.67,26.84,19.83,46.77,2015-04-28,2015-05-04,2
20150421,CA,0.14,1.75,4.67,26.84,19.83,46.77,2015-04-21,2015-04-27,2
20150414,CA,0.14,1.75,4.67,26.84,22.28,44.32,2015-04-14,2015-04-20,2
20150407,CA,0.15,1.74,4.67,26.84,22.28,44.32,2015-04-07,2015-04-13,2
20150331,CA,0.15,1.74,4.67,26.84,25.20,41.41,2015-03-31,2015-04-06,2
20150324,CA,0.15,1.74,4.67,26.84,25.20,41.41,2015-03-24,2015-03-30,2
20150317,CA,0.16,1.73,4.67,25.98,27.54,39.92,2015-03-17,2015-03-23,2
20150310,CA,0.16,1.73,4.67,25.98,27.54,39.92,2015-03-10,2015-03-16,2
20150303,CA,0.16,1.75,4.66,25.98,27.54,39.92,2015-03-03,2015-03-09,2
20150224,CA,0.16,1.75,4.66,25.98,27.54,39.92,2015-02-24,2015-03-02,2
20150217,CA,0.16,1.75,4.66,25.98,26.26,41.20,2015-02-17,2015-02-23,2
20150210,CA,0.16,1.75,4.66,25.98,27.47,39.99,2015-02-10,2015-02-16,2
20150203,CA,0.16,1.72,4.56,16.11,37.46,39.99,2015-02-03,2015-02-09,2
20150127,CA,0.00,1.87,3.79,16.82,37.52,39.99,2015-01-27,2015-02-02,2
20150120,CA,0.00,1.87,3.79,16.82,38.37,39.15,2015-01-20,2015-01-26,2
20150113,CA,0.00,1.88,3.78,16.82,38.37,39.15,2015-01-13,2015-01-19,2
20150106,CA,0.00,1.88,3.78,16.39,45.73,32.21,2015-01-06,2015-01-12,2
20141230,CA,0.00,1.88,3.78,16.39,45.73,32.21,2014-12-30,2015-01-05,2
20141223,CA,0.00,1.59,3.98,16.48,45.73,32.21,2014-12-23,2014-12-29,2
20141216,CA,0.00,1.59,3.98,16.48,45.73,32.21,2014-12-16,2014-12-22,2
20141209,CA,0.00,0.28,5.29,14.73,24.61,55.08,2014-12-09,2014-12-15,2
20141202,CA,0.00,0.28,5.29,14.73,24.61,55.08,2014-12-02,2014-12-08,2
20141125,CA,0.00,0.28,5.29,14.73,24.61,55.08,2014-11-25,2014-12-01,2
20141118,CA,0.00,0.28,5.29,14.73,24.61,55.08,2014-11-18,2014-11-24,2
20141111,CA,0.00,0.28,5.29,14.73,24.61,55.08,2014-11-11,2014-11-17,2
20141104,CA,0.00,0.29,5.28,14.73,24.61,55.08,2014-11-04,2014-11-10,2
20141028,CA,0.00,0.00,4.96,13.13,23.51,58.41,2014-10-28,2014-11-03,2
20141021,CA,0.00,0.00,4.96,13.13,23.51,58.41,2014-10-21,2014-10-27,2
20141014,CA,0.00,0.00,4.96,13.13,23.51,58.41,2014-10-14,2014-10-20,2
20141007,CA,0.00,0.00,4.96,13.13,23.51,58.41,2014-10-07,2014-10-13,2
20140930,CA,0.00,0.00,4.96,13.13,23.51,58.41,2014-09-30,2014-10-06,2
20140923,CA,0.00,0.00,4.66,13.42,23.51,58.41,2014-09-23,2014-09-29,2
20140916,CA,0.00,0.00,4.58,13.50,23.51,58.41,2014-09-16,2014-09-22,2
20140909,CA,0.00,0.00,4.58,13.50,23.51,58.41,2014-09-09,2014-09-15,2
20140902,CA,0.00,0.00,4.58,13.50,23.51,58.41,2014-09-02,2014-09-08,2
20140826,CA,0.00,0.00,4.58,13.50,23.51,58.41,2014-08-26,2014-09-01,2
20140819,CA,0.00,0.00,2.41,15.67,23.51,58.41,2014-08-19,2014-08-25,2
20140812,CA,0.00,0.00,0.20,17.88,23.51,58.41,2014-08-12,2014-08-18,2
20140805,CA,0.00,0.00,0.20,17.88,23.51,58.41,2014-08-05,2014-08-11,2
20140729,CA,0.00,0.00,0.00,18.11,23.48,58.41,2014-07-29,2014-08-04,2
20140722,CA,0.00,0.00,0.00,18.11,45.40,36.49,2014-07-22,2014-07-28,2
20140715,CA,0.00,0.00,0.00,18.15,45.35,36.49,2014-07-15,2014-07-21,2
20140708,CA,0.00,0.00,0.00,21.03,42.51,36.46,2014-07-08,2014-07-14,2
20140701,CA,0.00,0.00,0.00,21.03,42.51,36.46,2014-07-01,2014-07-07,2
20140624,CA,0.00,0.00,0.00,23.31,43.70,32.98,2014-06-24,2014-06-30,2
20140617,CA,0.00,0.00,0.00,23.31,43.70,32.98,2014-06-17,2014-06-23,2
20140610,CA,0.00,0.00,0.00,23.31,51.92,24.77,2014-06-10,2014-06-16,2
20140603,CA,0.00,0.00,0.00,23.31,51.92,24.77,2014-06-03,2014-06-09,2
20140527,CA,0.00,0.00,0.00,23.31,51.92,24.77,2014-05-27,2014-06-02,2
20140520,CA,0.00,0.00,0.00,23.31,51.92,24.77,2014-05-20,2014-05-26,2
20140513,CA,0.00,0.00,0.00,23.31,51.92,24.77,2014-05-13,2014-05-19,2
20140506,CA,0.00,0.00,4.07,19.25,51.92,24.77,2014-05-06,2014-05-12,2
20140429,CA,0.00,0.00,3.99,19.32,51.92,24.77,2014-04-29,2014-05-05,2
20140422,CA,0.00,0.00,3.99,19.32,51.92,24.77,2014-04-22,2014-04-28,2
20140415,CA,0.00,0.20,4.59,26.45,45.28,23.49,2014-04-15,2014-04-21,2
20140408,CA,0.00,0.19,4.60,26.45,45.28,23.49,2014-04-08,2014-04-14,2
20140401,CA,0.00,0.19,4.60,26.45,45.28,23.49,2014-04-01,2014-04-07,2
20140325,CA,0.00,0.20,4.59,23.43,48.36,23.42,2014-03-25,2014-03-31,2
20140318,CA,0.01,0.20,6.72,21.30,49.41,22.37,2014-03-18,2014-03-24,2
20140311,CA,0.01,5.44,3.75,24.91,43.53,22.37,2014-03-11,2014-03-17,2
20140304,CA,0.00,5.44,3.73,24.93,43.53,22.37,2014-03-04,2014-03-10,2
20140225,CA,0.00,5.44,3.73,16.99,47.62,26.21,2014-02-25,2014-03-03,2
20140218,CA,0.00,5.45,3.72,22.52,53.68,14.62,2014-02-18,2014-02-24,2
20140211,CA,1.43,4.03,2.95,30.65,51.13,9.81,2014-02-11,2014-02-17,2
20140204,CA,1.43,4.39,4.27,22.78,57.32,9.81,2014-02-04,2014-02-10,2
20140128,CA,1.43,4.39,4.27,22.78,58.36,8.77,2014-01-28,2014-02-03,2
20140121,CA,1.43,4.39,4.27,27.21,62.71,0.00,2014-01-21,2014-01-27,2
20140114,CA,1.43,4.39,4.27,27.21,62.71,0.00,2014-01-14,2014-01-20,2
20140107,CA,1.43,4.32,6.71,59.94,27.59,0.00,2014-01-07,2014-01-13,2
20131231,CA,2.61,3.14,6.71,59.94,27.59,0.00,2013-12-31,2014-01-06,2
20131224,CA,2.61,3.14,9.37,57.29,27.59,0.00,2013-12-24,2013-12-30,2
20131217,CA,2.61,3.14,11.71,54.94,27.59,0.00,2013-12-17,2013-12-23,2
20131210,CA,2.61,3.24,11.62,54.94,27.59,0.00,2013-12-10,2013-12-16,2
20131203,CA,2.61,3.24,11.62,54.94,27.59,0.00,2013-12-03,2013-12-09,2
20131126,CA,2.61,3.24,11.62,54.94,27.59,0.00,2013-11-26,2013-12-02,2
20131119,CA,2.61,1.39,11.87,56.53,27.59,0.00,2013-11-19,2013-11-25,2
20131112,CA,2.61,1.39,11.87,72.77,11.36,0.00,2013-11-12,2013-11-18,2
20131105,CA,2.62,1.39,11.86,72.77,11.36,0.00,2013-11-05,2013-11-11,2
20131029,CA,2.66,1.36,11.86,72.77,11.36,0.00,2013-10-29,2013-11-04,2
20131022,CA,2.66,1.36,11.86,72.77,11.36,0.00,2013-10-22,2013-10-28,2
20131015,CA,2.65,1.40,11.82,72.77,11.36,0.00,2013-10-15,2013-10-21,2
20131008,CA,2.52,1.53,11.83,72.77,11.36,0.00,2013-10-08,2013-10-14,2
20131001,CA,2.63,1.42,11.83,72.77,11.36,0.00,2013-10-01,2013-10-07,2
20130924,CA,2.63,1.34,6.20,78.48,11.36,0.00,2013-09-24,2013-09-30,2
20130917,CA,2.63,1.34,6.20,78.48,11.36,0.00,2013-09-17,2013-09-23,2
20130910,CA,0.00,2.92,4.15,81.58,11.36,0.00,2013-09-10,2013-09-16,2
20130903,CA,0.00,2.92,4.15,81.58,11.36,0.00,2013-09-03,2013-09-09,2
20130827,CA,0.00,1.77,4.37,82.50,11.36,0.00,2013-08-27,2013-09-02,2
20130820,CA,0.00,1.77,4.37,82.50,11.36,0.00,2013-08-20,2013-08-26,2
20130813,CA,0.00,1.77,4.37,82.50,11.36,0.00,2013-08-13,2013-08-19,2
20130806,CA,0.00,1.77,4.37,93.86,0.00,0.00,2013-08-06,2013-08-12,2
20130730,CA,0.00,1.77,4.37,93.86,0.00,0.00,2013-07-30,2013-08-05,2
20130723,CA,0.00,1.77,4.27,93.96,0.00,0.00,2013-07-23,2013-07-29,2
20130716,CA,0.00,1.77,4.27,93.96,0.00,0.00,2013-07-16,2013-07-22,2
20130709,CA,0.00,1.77,5.53,92.70,0.00,0.00,2013-07-09,2013-07-15,2
20130702,CA,0.00,1.77,5.53,92.70,0.00,0.00,2013-07-02,2013-07-08,2
20130625,CA,0.00,1.79,5.60,92.61,0.00,0.00,2013-06-25,2013-07-01,2
20130618,CA,0.00,1.79,31.14,67.07,0.00,0.00,2013-06-18,2013-06-24,2
20130611,CA,0.00,1.84,44.62,53.54,0.00,0.00,2013-06-11,2013-06-17,2
20130604,CA,0.00,1.84,44.52,53.64,0.00,0.00,2013-06-04,2013-06-10,2
20130528,CA,0.00,1.84,51.91,46.25,0.00,0.00,2013-05-28,2013-06-03,2
20130521,CA,0.00,1.84,51.91,46.25,0.00,0.00,2013-05-21,2013-05-27,2
20130514,CA,0.00,1.84,51.91,46.25,0.00,0.00,2013-05-14,2013-05-20,2
20130507,CA,0.00,1.84,51.91,46.25,0.00,0.00,2013-05-07,2013-05-13,2
20130430,CA,0.00,35.70,31.47,32.82,0.00,0.00,2013-04-30,2013-05-06,2
20130423,CA,2.84,33.74,33.42,30.00,0.00,0.00,2013-04-23,2013-04-29,2
20130416,CA,2.84,48.77,25.17,23.22,0.00,0.00,2013-04-16,2013-04-22,2
20130409,CA,2.84,48.77,25.17,23.22,0.00,0.00,2013-04-09,2013-04-15,2
20130402,CA,0.00,51.62,24.16,24.22,0.00,0.00,2013-04-02,2013-04-08,2
20130326,CA,0.00,51.62,24.16,24.22,0.00,0.00,2013-03-26,2013-04-01,2
20130319,CA,12.85,38.77,24.19,24.19,0.00,0.00,2013-03-19,2013-03-25,2
20130312,CA,15.63,38.14,22.05,24.19,0.00,0.00,2013-03-12,2013-03-18,2
20130305,CA,0.03,52.60,20.41,26.96,0.00,0.00,2013-03-05,2013-03-11,2
20130226,CA,0.02,52.85,20.17,26.96,0.00,0.00,2013-02-26,2013-03-04,2
20130219,CA,15.45,37.37,23.46,23.72,0.00,0.00,2013-02-19,2013-02-25,2
20130212,CA,34.53,18.29,23.46,23.72,0.00,0.00,2013-02-12,2013-02-18,2
20130205,CA,34.20,18.62,25.62,21.57,0.00,0.00,2013-02-05,2013-02-11,2
20130129,CA,34.20,18.62,25.62,21.57,0.00,0.00,2013-01-29,2013-02-04,2
20130122,CA,34.20,12.23,32.01,21.57,0.00,0.00,2013-01-22,2013-01-28,2
20130115,CA,34.20,12.23,32.01,21.57,0.00,0.00,2013-01-15,2013-01-21,2
20130108,CA,32.42,12.56,33.65,21.37,0.00,0.00,2013-01-08,2013-01-14,2
20130101,CA,31.75,12.93,32.82,22.50,0.00,0.00,2013-01-01,2013-01-07,2
20121225,CA,30.94,12.87,30.96,25.17,0.05,0.00,2012-12-25,2012-12-31,2
20121218,CA,30.94,12.87,30.04,26.10,0.05,0.00,2012-12-18,2012-12-24,2
20121211,CA,30.94,11.11,31.35,26.54,0.05,0.00,2012-12-11,2012-12-17,2
20121204,CA,23.15,17.49,32.76,26.54,0.05,0.00,2012-12-04,2012-12-10,2
20121127,CA,6.77,22.76,42.31,27.02,1.14,0.00,2012-11-27,2012-12-03,2
20121120,CA,4.82,27.51,46.06,20.47,1.14,0.00,2012-11-20,2012-11-26,2
20121113,CA,7.19,26.44,47.27,17.95,1.14,0.00,2012-11-13,2012-11-19,2
20121106,CA,7.19,25.06,48.65,17.95,1.14,0.00,2012-11-06,2012-11-12,2
20121030,CA,6.73,24.79,49.38,17.95,1.14,0.00,2012-10-30,2012-11-05,2
20121023,CA,6.75,24.76,49.38,17.95,1.14,0.00,2012-10-23,2012-10-29,2
20121016,CA,6.64,24.89,49.38,17.95,1.14,0.00,2012-10-16,2012-10-22,2
20121009,CA,6.64,23.78,47.60,20.83,1.14,0.00,2012-10-09,2012-10-15,2
20121002,CA,11.94,18.65,47.44,20.83,1.14,0.00,2012-10-02,2012-10-08,2
20120925,CA,11.95,18.64,47.14,21.12,1.14,0.00,2012-09-25,2012-10-01,2
20120918,CA,11.95,18.97,46.82,21.12,1.14,0.00,2012-09-18,2012-09-24,2
20120911,CA,11.74,19.13,46.82,21.17,1.14,0.00,2012-09-11,2012-09-17,2
20120904,CA,11.74,18.97,46.53,21.61,1.14,0.00,2012-09-04,2012-09-10,2
20120828,CA,11.74,18.82,46.39,21.90,1.14,0.00,2012-08-28,2012-09-03,2
20120821,CA,11.30,19.49,45.91,23.01,0.29,0.00,2012-08-21,2012-08-27,2
20120814,CA,11.30,24.86,40.53,23.02,0.29,0.00,2012-08-14,2012-08-20,2
20120807,CA,11.64,24.55,40.49,23.02,0.29,0.00,2012-08-07,2012-08-13,2
20120731,CA,11.64,24.55,40.20,23.32,0.29,0.00,2012-07-31,2012-08-06,2
20120724,CA,11.64,24.55,36.96,26.56,0.29,0.00,2012-07-24,2012-07-30,2
20120717,CA,15.88,24.38,36.81,22.92,0.00,0.00,2012-07-17,2012-07-23,2
20120710,CA,15.88,24.38,36.81,22.92,0.00,0.00,2012-07-10,2012-07-16,2
20120703,CA,15.88,24.35,36.85,22.92,0.00,0.00,2012-07-03,2012-07-09,2
20120626,CA,15.89,24.60,36.74,22.76,0.00,0.00,2012-06-26,2012-07-02,2
20120619,CA,15.89,24.60,36.91,22.60,0.00,0.00,2012-06-19,2012-06-25,2
20120612,CA,15.89,25.22,36.30,22.60,0.00,0.00,2012-06-12,2012-06-18,2
20120605,CA,15.89,25.22,36.30,22.60,0.00,0.00,2012-06-05,2012-06-11,2
20120529,CA,15.89,25.22,36.30,22.60,0.00,0.00,2012-05-29,2012-06-04,2
20120522,CA,15.89,25.22,36.30,22.60,0.00,0.00,2012-05-22,2012-05-28,2
20120515,CA,15.89,25.22,36.30,22.60,0.00,0.00,2012-05-15,2012-05-21,2
20120508,CA,15.89,25.22,37.75,21.14,0.00,0.00,2012-05-08,2012-05-14,2
20120501,CA,15.84,25.19,37.83,21.14,0.00,0.00,2012-05-01,2012-05-07,2
20120424,CA,15.84,23.93,37.36,22.87,0.00,0.00,2012-04-24,2012-04-30,2
20120417,CA,15.84,23.93,33.88,26.35,0.00,0.00,2012-04-17,2012-04-23,2
20120410,CA,4.89,13.64,32.48,49.00,0.00,0.00,2012-04-10,2012-04-16,2
20120403,CA,3.54,14.45,35.75,46.25,0.00,0.00,2012-04-03,2012-04-09,2
20120327,CA,2.22,8.16,43.36,46.25,0.00,0.00,2012-03-27,2012-04-02,2
20120320,CA,2.22,8.17,49.47,40.14,0.00,0.00,2012-03-20,2012-03-26,2
20120313,CA,0.11,9.75,44.42,45.73,0.00,0.00,2012-03-13,2012-03-19,2
20120306,CA,4.39,20.38,59.22,16.02,0.00,0.00,2012-03-06,2012-03-12,2
20120228,CA,4.39,23.53,56.07,16.02,0.00,0.00,2012-02-28,2012-03-05,2
20120221,CA,4.77,27.47,62.70,5.06,0.00,0.00,2012-02-21,2012-02-27,2
20120214,CA,10.37,30.57,59.06,0.00,0.00,0.00,2012-02-14,2012-02-20,2
20120207,CA,10.37,30.57,59.06,0.00,0.00,0.00,2012-02-07,2012-02-13,2
20120131,CA,11.09,31.58,57.33,0.00,0.00,0.00,2012-01-31,2012-02-06,2
20120124,CA,19.12,39.65,41.23,0.00,0.00,0.00,2012-01-24,2012-01-30,2
20120117,CA,18.74,34.92,43.23,3.10,0.00,0.00,2012-01-17,2012-01-23,2
20120110,CA,19.10,34.56,43.23,3.10,0.00,0.00,2012-01-10,2012-01-16,2
20120103,CA,29.91,23.75,46.34,0.00,0.00,0.00,2012-01-03,2012-01-09,2
20111227,CA,33.91,60.67,5.41,0.00,0.00,0.00,2011-12-27,2012-01-02,2
20111220,CA,71.58,28.42,0.00,0.00,0.00,0.00,2011-12-20,2011-12-26,2
20111213,CA,74.32,25.68,0.00,0.00,0.00,0.00,2011-12-13,2011-12-19,2
20111206,CA,82.53,17.47,0.00,0.00,0.00,0.00,2011-12-06,2011-12-12,2
20111129,CA,88.32,11.68,0.00,0.00,0.00,0.00,2011-11-29,2011-12-05,2
20111122,CA,88.42,11.58,0.00,0.00,0.00,0.00,2011-11-22,2011-11-28,2
20111115,CA,88.42,11.58,0.00,0.00,0.00,0.00,2011-11-15,2011-11-21,2
20111108,CA,88.51,11.49,0.00,0.00,0.00,0.00,2011-11-08,2011-11-14,2
20111101,CA,89.22,10.78,0.00,0.00,0.00,0.00,2011-11-01,2011-11-07,2
20111025,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-25,2011-10-31,2
20111018,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-18,2011-10-24,2
20111011,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-11,2011-10-17,2
20111004,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-04,2011-10-10,2
20110927,CA,89.14,10.86,0.00,0.00,0.00,0.00,2011-09-27,2011-10-03,2
20110920,CA,89.14,10.86,0.00,0.00,0.00,0.00,2011-09-20,2011-09-26,2
20110913,CA,87.36,12.64,0.00,0.00,0.00,0.00,2011-09-13,2011-09-19,2
20110906,CA,87.55,12.45,0.00,0.00,0.00,0.00,2011-09-06,2011-09-12,2
20110830,CA,92.14,7.86,0.00,0.00,0.00,0.00,2011-08-30,2011-09-05,2
20110823,CA,92.12,7.88,0.00,0.00,0.00,0.00,2011-08-23,2011-08-29,2
20110816,CA,92.12,7.88,0.00,0.00,0.00,0.00,2011-08-16,2011-08-22,2
20110809,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-08-09,2011-08-15,2
20110802,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-08-02,2011-08-08,2
20110726,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-07-26,2011-08-01,2
20110719,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-07-19,2011-07-25,2
20110712,CA,87.87,12.13,0.00,0.00,0.00,0.00,2011-07-12,2011-07-18,2
20110705,CA,87.71,12.29,0.00,0.00,0.00,0.00,2011-07-05,2011-07-11,2
20110628,CA,87.71,12.29,0.00,0.00,0.00,0.00,2011-06-28,2011-07-04,2
20110621,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-06-21,2011-06-27,2
20110614,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-06-14,2011-06-20,2
20110607,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-06-07,2011-06-13,2
20110531,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-31,2011-06-06,2
20110524,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-24,2011-05-30,2
20110517,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-17,2011-05-23,2
20110510,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-10,2011-05-16,2
20110503,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-03,2011-05-09,2
20110426,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-26,2011-05-02,2
20110419,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-19,2011-04-25,2
20110412,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-12,2011-04-18,2
20110405,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-05,2011-04-11,2
